Unnamed: 0,latitude,longitude,t_winter,t_spring,t_summer,t_fall,p_winter,p_spring,p_summer,p_fall,carb,veg
2137,41.5625,236.5625,1.9485626,8.339341,17.173786,9.87457,5.9477634,3.3138208,0.75847733,2.2599788,90.4300038955872,2.0
759,35.6875,241.3125,6.2560205,11.280824,20.859709,13.98509,3.2830174,1.5668474,0.12586576,1.0331863,18.75596783822716,1.0
2207,41.8125,237.0625,2.3735015,9.66906,19.737566,11.079503,4.3334327,1.5609257,0.4885381,1.5337205,58.30663437521438,2.0
696,35.4375,243.8125,11.310468,21.139418,32.735325,22.294306,0.28069946,0.1279059,0.20482776,0.22399421,0.2517725574696937,1.0
165,33.8125,243.3125,3.0290005,7.749143,17.40136,11.032858,3.8759632,1.7033068,0.60848767,1.4115964,28.877525784104296,2.0
280,34.3125,242.8125,5.937114,11.381237,21.38456,14.535821,4.4616013,1.71012,0.17791994,1.4922534,8.443531400599781,1.0
1056,36.8125,238.5625,9.42987,13.381425,18.248339,15.732437,2.2494292,0.94264597,0.04865474,0.7258341,15.718538267630736,1.0
382,34.5625,244.0625,13.88946,22.39254,33.462517,23.972492,0.21147992,0.08677382,0.26991457,0.2380984,0.3106987040400306,1.0
732,35.5625,242.9375,9.2611685,18.310806,29.656908,19.865938,0.60307944,0.18362607,0.13240458,0.22963357,0.2131063471571808,1.0
1097,36.9375,241.1875,-1.179044,3.7440596,14.443495,7.6361313,5.969887,2.923254,0.23143484,1.9530462,73.87264835473373,2.0
2166,41.6875,236.0625,5.777942,8.268073,12.7190275,10.31259,15.360328,7.2244673,0.8587037,5.3206577,99.63672128345208,2.0
1808,40.3125,237.1875,5.875501,12.683338,22.87239,14.653274,5.1266184,2.0243018,0.34501448,1.512406,12.569382101707657,1.0
437,34.6875,244.9375,10.187306,19.098354,30.621185,20.729197,0.55234224,0.23575974,0.41632646,0.504035,0.2625009639427754,1.0
2055,41.1875,238.6875,0.16137987,7.561934,17.439266,9.189972,2.805759,1.4226397,0.7027563,0.94778126,46.75813389422686,2.0
109,33.4375,244.3125,15.130157,23.02639,33.680935,25.018211,0.30259728,0.11342548,0.20838915,0.26906952,0.3187377331878833,1.0
1697,39.8125,239.8125,0.43329987,7.8634887,17.884499,9.747147,2.1139998,0.992599,0.40521276,0.7631613,8.864067696999596,1.0
447,34.8125,240.0625,8.262983,11.832089,18.269394,14.679138,3.6373003,1.4718606,0.031666733,0.7966718,12.849253467748277,1.0
358,34.5625,241.0625,7.288898,10.988145,18.607374,14.419696,2.6850545,1.063725,0.07412929,0.7799959,6.169010876774153,1.0
1029,36.6875,238.8125,8.664881,13.068043,19.563505,15.7376175,2.302063,0.93290997,0.03230426,0.5711905,7.059615048144058,1.0
972,36.4375,239.3125,7.712853,13.155697,22.842241,16.044498,3.2873194,1.212553,0.06210343,0.7997673,10.668529236163645,1.0
1318,37.9375,239.9375,5.2456465,10.673756,21.30399,14.099124,5.9102116,2.9099236,0.23068407,1.6426407,59.21546788648708,1.0
1069,36.8125,241.3125,-0.8163661,4.4065137,15.261477,8.138646,5.457799,2.518254,0.33565333,1.6149154,52.438818481762056,1.0
1041,36.6875,241.6875,-6.77418,1.1062429,12.131236,3.156061,3.7448826,1.7215923,0.24664897,1.0113299,4.559838741319842,1.0
96,33.4375,242.4375,12.809627,15.58375,20.750229,18.414352,1.9085585,0.78602993,0.08059563,0.536522,5.869230179786992,1.0
2165,41.6875,235.9375,7.3419695,9.498976,13.548003,11.619875,15.9546995,7.98571,0.8284297,5.732018,103.09745137497244,2.0
762,35.6875,241.6875,7.543587,13.940063,24.482233,16.552114,2.3468838,0.6706206,0.09915952,0.6142386,5.264157657422119,1.0
1504,38.9375,236.9375,8.235482,13.848886,22.011986,16.05381,6.2696953,2.576747,0.12838233,1.3715692,22.245054225989225,1.0
1723,39.9375,239.1875,0.93533945,7.846065,17.090294,9.509655,6.008578,2.9348097,0.4624715,1.8599535,86.55697690982697,2.0
2031,41.0625,239.8125,-2.3370764,4.816206,15.392516,6.962225,1.7336525,1.6098412,0.8949404,1.001238,11.45970577353659,1.0
1520,38.9375,239.6875,0.42178315,5.820885,16.273394,9.1744795,6.4431925,3.1579876,0.5508741,2.0593076,74.60970625966183,2.0
824,35.9375,238.5625,7.5921583,11.475576,17.718342,13.92508,5.904148,2.0828526,0.06390861,1.6522179,44.4928036470976,2.0
146,33.6875,243.9375,14.165023,21.98914,32.430584,23.848682,0.46980017,0.12191801,0.18224256,0.3870272,0.2824653863321703,1.0
2220,41.8125,238.8125,0.59171605,7.778502,17.973087,9.599514,1.3333454,0.94825447,0.676534,0.6392794,1.141963533397389,1.0
1348,38.0625,240.8125,-3.0453036,4.537481,15.108837,6.9194565,2.9441023,1.1981134,0.58002996,1.2401525,12.736637360770027,1.0
613,35.1875,244.0625,11.391259,20.717474,32.275482,22.179619,0.4746088,0.21233454,0.26863596,0.3421996,0.3013825658324636,1.0
1027,36.6875,238.5625,8.00713,11.329309,15.7610235,13.835608,2.465184,1.0233308,0.044687197,0.6766068,27.547260490648405,1.0
1490,38.8125,239.1875,8.654567,14.147761,24.716892,17.561926,5.899182,3.0209444,0.22837628,1.6972883,45.448264497056485,2.0
564,35.0625,243.3125,10.539819,19.319374,30.328959,20.682407,0.39155945,0.16267028,0.26194063,0.32421684,0.2777061176196266,1.0
483,34.8125,244.5625,11.679211,19.497286,30.835497,21.693336,0.5087113,0.24629766,0.42706764,0.38486487,0.3359886762027577,1.0
629,35.3125,240.0625,7.2455244,13.8934355,22.655968,15.799488,1.5573429,0.7384791,0.058409095,0.39544228,0.9259912696671612,1.0
1397,38.3125,240.5625,-4.249371,3.338371,13.694461,5.3486767,4.363339,1.6767703,0.71552956,1.9752958,17.09346118515317,1.0
1882,40.5625,237.6875,9.791216,17.023556,27.72887,19.260538,4.5050793,2.045055,0.32952207,1.3892186,11.693237748978008,1.0
1739,40.0625,237.0625,-1.7002107,4.7783313,14.467762,6.774847,8.239427,3.4259183,0.38552856,2.711853,42.74347812278757,2.0
1486,38.8125,237.9375,8.672638,15.527494,24.403706,17.637524,3.2872727,1.2134334,0.069375664,0.80730844,9.207158017386613,1.0
1521,38.9375,239.8125,-2.4798381,3.0183039,13.44439,6.261348,7.8608093,3.8933985,0.6878551,2.6827245,35.52612151399619,1.0
464,34.8125,242.1875,8.548139,15.919771,26.619812,17.95303,0.92006147,0.29851753,0.095869616,0.30305266,0.2796267322269682,1.0
2178,41.6875,237.5625,3.3719118,10.70988,20.945969,12.212052,2.0360894,0.7062959,0.41092426,0.8339677,5.680980529563561,1.0
1500,38.9375,236.4375,7.971362,11.16885,16.255095,13.349624,7.691407,2.9009929,0.21443819,1.7918955,111.82187288170596,2.0
416,34.6875,242.3125,8.435474,15.394525,25.903011,17.617828,0.9180462,0.31116477,0.12416417,0.35459566,0.2006305408704701,1.0
1235,37.5625,238.4375,6.2923756,12.216046,20.324867,14.706696,2.7496169,1.1817822,0.07026334,0.8237706,13.679748017966835,1.0
2013,41.0625,237.4375,1.2116077,7.8813944,17.952112,9.945469,9.934726,4.140898,0.5143346,2.3048034,69.1325679154137,2.0
1079,36.8125,242.5625,1.7259934,10.367528,21.563715,11.8290825,1.4731567,0.36711898,0.28301114,0.4511471,0.6191547485799002,1.0
1463,38.6875,239.1875,7.75418,13.550325,23.576448,16.377974,5.330135,2.7328944,0.17132787,1.413967,31.3952369015685,2.0
58,33.0625,244.9375,14.550908,22.754597,33.4937,24.665453,0.3617951,0.110380344,0.2549815,0.32044774,0.2651857663136853,1.0
84,33.3125,243.4375,6.124895,11.150153,20.80378,14.371814,2.0246816,0.9480162,0.47027558,0.7694502,20.33462176616686,1.0
2188,41.6875,238.8125,1.1820282,8.421863,18.697971,10.284211,1.4739789,1.0187352,0.58235925,0.6799143,3.280455895397016,1.0
1259,37.6875,238.1875,9.632624,15.018832,22.282637,17.591625,2.553111,1.0514071,0.06153119,0.6859731,3.18553829878932,1.0
504,34.9375,241.4375,4.7465115,10.797023,21.315626,13.924355,1.8992511,0.78059465,0.069992974,0.5486641,23.930940440138365,1.0
681,35.4375,241.9375,6.4920917,14.3990965,25.491932,16.278215,0.7945373,0.21387248,0.11589438,0.31690717,0.3619281845219476,1.0
384,34.5625,244.3125,14.373853,22.678022,33.791737,24.48478,0.20702347,0.083367266,0.23232146,0.21035698,0.3256481356810914,1.0
2075,41.3125,237.0625,-2.1974044,4.7752037,14.515956,6.2694087,6.4834065,2.7831883,0.6357963,2.2504568,56.416911517793615,2.0
421,34.6875,242.9375,7.245001,15.176751,25.8331,16.870993,1.0572402,0.37021208,0.16382277,0.5182882,0.4194295985713562,1.0
1270,37.6875,240.4375,-0.9474194,5.670428,15.889742,8.336809,6.3282037,3.0415642,0.47678125,2.2416108,76.73262829527776,2.0
263,34.1875,245.5625,12.943113,22.339218,33.47474,23.720743,0.46215242,0.15541735,0.2622268,0.37104964,0.2480860300046919,1.0
1478,38.8125,236.9375,8.581989,13.964526,21.168777,16.212503,6.7035527,2.6568353,0.15410435,1.6529194,43.26589871501723,1.0
428,34.6875,243.8125,10.814473,19.370995,30.430576,20.88647,0.3882939,0.15955138,0.23930863,0.38890088,0.2716863319146753,1.0
110,33.4375,244.4375,12.76172,20.779621,31.487211,22.748016,0.352095,0.119739726,0.27812323,0.2946901,0.3042355030519924,1.0
2249,41.9375,238.8125,0.6153372,7.6869416,17.812838,9.490514,1.4129252,0.9903403,0.66618556,0.64321584,3.306519271169012,1.0
597,35.1875,242.0625,9.704597,17.486055,28.65961,19.448114,0.72952485,0.18974525,0.09616177,0.27024114,0.250113858019069,1.0
1689,39.8125,238.8125,1.9274057,7.8638196,17.542068,10.428096,9.139835,4.012176,0.44918332,2.5308661,115.09980856909728,2.0
866,36.0625,238.9375,9.251507,13.812651,20.507282,16.14283,2.5116687,0.97439915,0.027410526,0.59743434,15.267439489779768,1.0
177,33.8125,244.8125,14.649187,23.324375,34.27207,25.036366,0.3175345,0.08982316,0.25422487,0.2505983,0.3187709297475228,1.0
2232,41.9375,236.1875,4.3782487,9.025056,16.392239,10.669899,13.72222,6.0377235,0.62023646,5.039663,105.54474938723256,2.0
913,36.1875,241.6875,-0.70716506,6.4438562,17.501621,9.0221405,4.6025257,1.8357188,0.21214555,0.9630959,40.1753361975037,1.0
1132,37.0625,241.4375,-6.537471,0.63525563,11.529596,2.9888213,4.8222413,2.5459836,0.719543,2.039736,6.465075944433054,1.0
139,33.6875,242.6875,11.481758,16.44191,25.045761,19.354088,1.6908637,0.6452556,0.08563053,0.44368836,3.3788951965541707,1.0
873,36.0625,241.0625,9.417907,17.17315,26.394447,18.67771,1.9605266,1.0341812,0.054798186,0.72806776,7.213110242916398,1.0
1442,38.5625,239.6875,3.262077,8.311756,18.463448,11.983928,6.6422796,3.4820302,0.56044364,2.2844834,87.43083132249485,2.0
1671,39.8125,236.3125,6.294131,10.1922865,16.213455,12.201823,12.4618635,4.7980065,0.36627188,3.2530408,92.3375228175648,2.0
158,33.8125,242.3125,11.775247,14.953577,20.683348,17.873636,2.300169,0.9561902,0.06469325,0.5974507,7.502416585111892,1.0
2245,41.9375,237.8125,-0.237994,6.859822,16.808168,8.492342,2.3812535,1.033747,0.54542786,0.87740076,46.3840715935979,2.0
92,33.3125,244.8125,12.799511,21.17619,31.987604,22.996616,0.38324305,0.1322842,0.28837806,0.3725602,0.2463804953647209,1.0
1407,38.4375,237.9375,7.649096,14.392675,22.75914,16.470417,4.8152986,1.6642826,0.0663835,1.030687,18.99035114344592,1.0
1458,38.6875,237.6875,8.904188,14.516405,22.826015,17.01854,4.9851727,1.8511658,0.09411366,1.2148342,10.9590969733716,1.0
2119,41.4375,238.4375,0.39448816,7.3722987,17.524128,9.312165,2.970706,1.7280186,0.60171604,1.1224892,42.612427426629,2.0
1001,36.5625,239.0625,7.287655,12.342134,20.734325,15.151177,1.875127,0.81196684,0.043599434,0.52045405,12.596328868672266,1.0
2078,41.3125,237.4375,-2.3093798,4.3781047,14.179919,6.0771723,6.1641383,2.7250073,0.4877637,1.8577107,46.82917453427181,2.0
2227,41.8125,239.6875,-0.88359094,7.1731043,17.659325,8.789055,2.580658,1.8829731,0.8067444,1.136468,41.01020140694208,2.0
303,34.3125,245.6875,11.276523,20.804644,32.108204,22.293175,0.6505145,0.21854058,0.3552051,0.5080794,0.2840509454949405,1.0
596,35.1875,241.9375,8.872263,16.419693,27.540169,18.465063,0.783334,0.21316265,0.08126235,0.281244,0.3553855075274798,1.0
1513,38.9375,238.8125,9.997502,16.074186,25.887684,18.989256,4.340456,2.060974,0.12868494,1.2411902,22.54431456030435,1.0
911,36.1875,241.4375,-1.5360171,5.0504074,15.266545,7.6012106,5.906773,2.5195138,0.20592752,1.4141043,97.72731699195477,2.0
345,34.5625,239.4375,11.262572,13.241074,16.570116,15.8355055,3.2722862,1.2202276,0.08557969,0.78058845,12.26456109690373,1.0
120,33.5625,242.9375,12.6279545,17.43662,26.622656,20.766827,1.8324083,0.8166042,0.09634324,0.5739744,2.4972956132494346,1.0
1647,39.6875,236.6875,5.552695,10.706175,18.643951,12.704461,8.224968,3.476481,0.2831007,2.4421823,38.13109865552055,1.0
2216,41.8125,238.3125,0.729639,7.8860607,18.003368,9.696405,1.5664312,1.0482444,0.55123866,0.7078024,4.243538777826623,1.0
1897,40.5625,239.5625,-0.16741492,8.219372,18.740932,9.501724,1.3860722,0.5734532,0.46661755,0.5101693,3.4637300748467643,1.0
351,34.5625,240.1875,9.481967,12.456489,17.514328,15.21548,4.6722946,1.6978021,0.02981477,0.79034346,18.102218765165507,1.0
1383,38.3125,237.9375,9.042431,15.3479,22.326815,17.410635,3.811573,1.4272805,0.06390153,0.88355285,14.698755639218946,1.0
1957,40.8125,238.6875,-0.5064953,6.404792,16.18128,8.239863,3.0282671,1.551347,0.5619216,0.89568985,23.3816592905702,1.0
353,34.5625,240.4375,7.8238096,10.718201,15.589498,13.384882,4.3073177,1.4767203,0.1941385,1.022143,12.497228822440697,1.0
2092,41.3125,239.1875,-1.5049254,5.9217625,16.249447,7.8113904,3.0248635,2.383045,0.9641187,1.4754387,47.60478385872048,2.0
947,36.3125,241.5625,-3.5286388,3.2555234,14.229544,6.1047273,4.7535634,2.278689,0.2265057,1.183218,36.4437915796689,2.0
840,35.9375,241.4375,2.1974697,7.9326487,18.01268,10.643992,4.217434,1.6533835,0.18765178,0.9084544,59.19561280595242,2.0
1247,37.5625,240.6875,-2.615005,2.5634737,12.85338,5.928948,5.567608,2.740369,0.6740145,2.0937226,65.37593724534088,2.0
1809,40.3125,237.3125,7.892503,14.869346,25.30384,17.016943,4.730713,1.9061958,0.3643649,1.2293955,11.148351712814565,1.0
1645,39.6875,236.4375,5.2416506,8.941821,14.72015,10.903165,12.676492,5.0322804,0.41202322,3.6885672,75.16023145026989,2.0
2193,41.6875,239.4375,-0.08546325,7.662144,18.212858,9.347549,1.7507124,1.4503884,0.6857322,0.89500165,1.655507074434348,1.0
2019,41.0625,238.1875,0.8616214,7.926351,17.532944,9.480217,7.3643527,3.8529239,0.6138196,2.4495668,110.57676240618312,2.0
260,34.1875,245.1875,11.658448,20.914873,32.089783,22.33723,0.4364143,0.14692728,0.26860404,0.35798308,0.2687473926201332,1.0
906,36.1875,239.5625,8.52339,15.690119,25.372986,17.65701,1.6567423,0.6804741,0.038219035,0.38998085,3.4869740251493733,1.0
1454,38.6875,237.1875,9.02711,14.399416,20.813818,16.34832,6.5696535,2.4825847,0.16037005,1.7162282,20.61987034993043,1.0
798,35.8125,241.1875,9.400859,14.75476,24.453302,17.472996,2.1221125,1.1027694,0.08134096,0.7231423,11.205483321176471,1.0
77,33.3125,242.5625,12.962509,15.525108,20.7323,18.462158,1.7060655,0.7862294,0.07821149,0.54945457,2.381037308548885,1.0
452,34.8125,240.6875,4.1895385,9.751968,18.73903,12.429161,2.3778737,0.79566115,0.10044507,0.49240318,4.191174777492481,1.0
2179,41.6875,237.6875,1.8028623,8.855986,18.856417,10.411234,4.1215744,1.7930233,0.57527226,1.4156675,22.336901427479035,1.0
213,34.0625,243.4375,9.916062,15.68332,25.455118,18.463179,1.2047844,0.2971846,0.19927397,0.40294653,0.7389176540710813,1.0
1489,38.8125,239.0625,9.429534,15.177826,25.383564,18.38559,4.834305,2.4736204,0.1547606,1.2643385,22.980117203614487,2.0
1936,40.8125,236.0625,7.269512,10.355644,15.535773,12.30293,9.035714,4.2697906,0.34861332,2.9117708,98.64008645348908,2.0
645,35.3125,242.5625,9.445891,17.633347,28.948778,19.611265,0.66982436,0.24768631,0.15261145,0.3003198,0.2172108334946934,1.0
1158,37.1875,240.5625,7.2683563,12.530111,23.245855,16.087093,4.2287517,2.1459255,0.120964885,1.2824141,40.93238780703887,2.0
1864,40.4375,239.8125,0.17494874,8.774278,19.33775,9.922847,1.4126272,0.6255578,0.503496,0.4844435,1.2560708887841636,1.0
181,33.8125,245.3125,11.724022,20.837849,31.718801,22.08722,0.37276348,0.13721985,0.33625436,0.3790911,0.2924111405060177,1.0
379,34.5625,243.6875,8.616667,16.690481,27.41737,18.207745,0.68667555,0.21751806,0.29456326,0.43771347,0.2821627282231472,1.0
722,35.5625,241.6875,3.664584,10.048048,20.495594,12.608615,2.628965,0.83398575,0.19001575,0.79303056,12.633295018054389,1.0
1281,37.6875,241.8125,-12.638971,-4.4283924,6.708437,-2.8309622,0.66083276,0.60572654,0.5337686,0.41737315,10.566639067128277,2.0
2256,41.9375,239.8125,-2.8941226,5.1986513,15.535978,6.741703,4.000875,2.655108,0.8301561,1.7035605,53.99524219799664,2.0
61,33.0625,245.3125,14.314136,22.344894,32.88287,24.414492,0.32331598,0.10970192,0.24177149,0.31937623,0.227820290832485,1.0
1963,40.8125,239.4375,-1.5235264,6.351372,16.710922,7.9293876,1.4042283,1.0015272,0.5387197,0.70767736,8.842107524030348,1.0
2244,41.9375,237.6875,1.4304001,8.375308,18.383022,10.134927,2.8485672,1.2771178,0.55691814,1.2222432,30.62948136649625,1.0
1111,37.0625,237.8125,8.992246,12.650234,17.702938,14.824034,8.052833,2.4382193,0.13210772,1.9780242,87.59763687027828,2.0
431,34.6875,244.1875,11.394502,19.73695,30.940765,21.543188,0.3970604,0.18273406,0.32162866,0.33474052,0.2568347339245365,1.0
1467,38.6875,239.6875,2.119157,7.1609993,17.428663,10.881934,6.112973,3.1812358,0.5980961,2.097504,94.71768802891364,2.0
1102,36.9375,241.8125,5.4640417,14.02667,25.070126,15.524726,1.1123998,0.38089564,0.16468848,0.34247476,0.647540136690607,1.0
1186,37.3125,240.4375,6.022951,11.113835,21.767572,14.71687,4.9673767,2.5142536,0.18982638,1.4613808,62.28961235923624,2.0
1586,39.3125,239.0625,6.0138135,11.445,21.430466,14.355645,8.6270685,4.214943,0.35426456,2.6039033,91.1535516696142,2.0
2064,41.1875,239.8125,-3.4276705,3.3269205,13.912526,5.759957,2.019476,1.985836,1.0574422,1.2032481,36.56022610729143,1.0
111,33.4375,244.5625,12.233267,20.50162,31.279327,22.327948,0.3584366,0.111562826,0.31651065,0.31492177,0.3063425942989866,1.0
1562,39.1875,238.9375,7.6546474,12.852058,22.765331,15.853125,7.3983483,3.5200963,0.24662012,2.1978683,44.82103213364132,2.0
893,36.0625,243.5625,7.065434,16.317339,27.918722,17.579033,0.47138882,0.28412515,0.28288627,0.2922147,0.2528406153050628,1.0
1094,36.9375,240.8125,7.9957952,13.792532,24.467838,17.34285,4.470375,2.2529454,0.1702321,1.4318105,34.34867546272871,2.0
415,34.6875,242.1875,8.499805,15.622467,26.180601,17.756752,0.9848661,0.29229304,0.114369944,0.3272859,0.2586038451324949,1.0
222,34.0625,244.5625,11.719926,20.423265,31.401321,22.071537,0.38260928,0.14420475,0.42174652,0.36352086,0.3200842664825298,1.0
1336,38.0625,239.3125,7.7751184,14.115377,23.83061,16.874292,4.811347,2.3573892,0.124528706,1.2976832,15.688102865066057,1.0
1389,38.3125,239.5625,6.3196325,11.609678,21.743938,14.929766,6.8689117,3.4095478,0.311443,2.1341403,63.21201880982011,2.0
2203,41.8125,236.5625,2.607211,9.451239,19.068165,10.945117,10.069212,4.352189,0.6632613,3.6108582,113.86253493915898,2.0
454,34.8125,240.9375,1.7747034,7.5629454,17.086887,10.624029,2.4527097,0.8153403,0.0636212,0.65938073,19.274542175744635,2.0
1070,36.8125,241.4375,-2.5703247,3.5983555,14.5743475,6.720304,4.920031,2.138681,0.34175453,1.4597539,42.00778122627127,2.0
1767,40.1875,236.4375,5.9633203,10.973384,18.625593,13.101429,10.078324,4.3437133,0.37726954,2.7568767,61.14847425153948,2.0
1175,37.3125,237.8125,8.035762,11.927864,16.862299,13.837173,5.46759,2.0977206,0.11504836,1.3193772,126.25340667551664,2.0
749,35.6875,239.1875,8.697322,13.587642,20.754068,15.862715,3.0017734,1.1383582,0.04206309,0.77594185,15.78414823833086,1.0
1629,39.5625,237.5625,8.242866,15.059863,24.96204,17.411535,2.9199467,1.1097019,0.18293774,0.8057154,7.785494631766215,1.0
1452,38.6875,236.9375,8.101629,12.989633,19.248266,15.118331,8.012021,3.1451325,0.2038277,2.2377155,53.314801466672506,2.0
1811,40.3125,237.5625,9.361652,16.531057,27.174845,18.807747,4.153266,1.6952149,0.35093072,1.129836,21.105662387135258,1.0
2215,41.8125,238.1875,0.15319407,7.315601,17.197088,8.902591,1.822187,1.0634451,0.5434645,0.73591185,8.540140311106088,1.0
140,33.6875,242.9375,11.5343075,16.424942,25.307215,19.524439,1.8001691,0.7873212,0.10524165,0.5799898,2.8729508125419687,1.0
186,33.9375,243.1875,10.523962,15.049934,24.37275,18.540236,2.1432636,0.7791062,0.21059152,0.69705456,9.00606054712067,1.0
886,36.0625,242.6875,9.789921,18.772083,30.194614,20.36927,0.42098838,0.12888329,0.15185007,0.18779963,0.2513600400222446,1.0
898,36.1875,238.4375,6.448572,10.104639,15.560546,12.6569805,6.4655175,2.4923155,0.105056405,1.6747541,18.893829144136543,1.0
1321,37.9375,240.3125,0.20786905,6.2456927,16.419735,9.364936,6.605765,3.134145,0.49628562,2.2174158,65.5407331524858,2.0
1403,38.4375,237.4375,8.389451,13.464666,20.085161,15.671396,7.0413446,2.6805708,0.16772012,1.8395352,50.49249445532493,2.0
170,33.8125,243.9375,9.664864,17.675888,28.228771,19.454634,0.61750686,0.17160204,0.28184992,0.5875986,0.4090296239922479,1.0
1487,38.8125,238.8125,9.43374,15.943788,25.540873,18.557213,3.5431693,1.6557622,0.112812,0.96465814,17.51861602139274,1.0
517,34.9375,243.0625,9.642959,18.108759,28.914581,19.528929,0.48366705,0.18520088,0.2885893,0.34010595,0.2199775980050331,1.0
1576,39.3125,237.0625,4.8410234,10.269886,19.090277,12.6061125,7.261436,3.1836734,0.16949064,1.635533,63.23807947158889,2.0
1,32.5625,243.1875,11.126074,14.355422,20.732061,17.534286,2.1679037,1.1743222,0.11734417,0.6468199,2.763760696165335,1.0
1284,37.8125,238.1875,9.39047,14.571508,22.710981,17.663567,2.9273949,1.1818559,0.07458242,0.76794726,15.678114729120894,1.0
1885,40.5625,238.0625,7.549506,13.450484,23.862236,16.358534,5.2521315,2.905048,0.48707756,1.9326259,39.93617200802754,2.0
846,35.9375,242.1875,6.9757915,15.594619,26.814175,17.355946,0.7223557,0.24713308,0.20175529,0.2886889,0.3133983794854134,1.0
2018,41.0625,238.0625,3.6492863,10.483548,20.201324,12.224351,10.467191,4.918602,0.6276805,3.2197757,113.54680801592404,2.0
453,34.8125,240.8125,0.98918736,6.708874,15.918744,9.548378,3.0800457,1.093693,0.07849816,0.55773497,26.716468839999205,2.0
2142,41.5625,237.1875,1.9491494,9.357966,19.334665,10.528157,3.2239203,1.2788779,0.39988387,1.127599,17.855196750847043,1.0
1751,40.0625,238.6875,-0.22316702,6.5097337,16.463093,8.79694,6.762767,3.742728,0.4626944,2.2185936,74.33095372375017,1.0
2002,41.0625,236.0625,5.906009,10.05883,16.462112,11.960183,10.374297,4.626102,0.44898593,2.7910678,101.21479249560782,2.0
2241,41.9375,237.3125,0.56080997,7.595621,17.646084,9.24967,3.5020125,1.3522992,0.54676014,1.259583,53.95521351820044,2.0
1462,38.6875,239.0625,8.92179,14.755957,24.753754,17.718782,4.4830837,2.4314322,0.094211146,0.9640278,22.39428265575151,2.0
982,36.4375,241.8125,-6.378505,1.3786664,12.514259,3.655392,2.7335732,1.3583432,0.23182479,0.83471906,12.907655855216076,1.0
1495,38.8125,239.8125,-0.032678157,5.081125,15.56919,8.703441,6.2035937,2.9906554,0.6122777,2.1839707,72.88621509553545,2.0
506,34.9375,241.6875,8.044063,14.870945,25.785624,17.393759,1.010821,0.3148182,0.046713404,0.22987527,0.4979612595590616,1.0
2228,41.8125,239.8125,-0.5935653,7.55971,17.78577,9.087774,2.271822,1.5044569,0.6190072,0.9894889,24.957867981369965,2.0
2242,41.9375,237.4375,2.3245084,9.342533,19.43382,11.060002,3.0265675,0.98932767,0.44990283,1.0939226,22.68520623215032,1.0
33,32.9375,243.5625,8.098986,12.446419,21.975994,15.9534,2.0691633,1.0117342,0.3627593,0.816402,9.09420568106288,1.0
427,34.6875,243.6875,10.453299,19.109665,30.040415,20.424122,0.4052423,0.17245911,0.25808907,0.34041595,0.236996201209564,1.0
1364,38.1875,239.5625,6.997696,12.408748,22.592941,15.612048,5.9795794,2.8809938,0.25689012,1.7924341,47.17248921914676,2.0
1210,37.4375,239.6875,9.273963,16.30915,25.414669,18.238104,2.1666055,1.0524505,0.0636423,0.6094373,13.901886994424853,1.0
45,32.9375,245.4375,13.996882,22.078236,32.59496,24.130194,0.3246312,0.10907769,0.2560007,0.3372384,0.2483304463789961,1.0
800,35.8125,241.4375,2.1422963,7.5021358,17.678381,10.473466,4.473233,2.1364965,0.16857372,1.315304,66.88871275453428,2.0
